order,family,scientific,en,zh-hans,zh-hant,ja
GRUIFORMES,Gruidae,Balearica pavonina,Black Crowned Crane,黑冕鹤,黑冠鶴〔西非冕鶴〕,カンムリヅル
GRUIFORMES,Gruidae,Leucogeranus leucogeranus,Siberian Crane,白鹤,白鶴〔西伯利亞鶴〕,ソデグロヅル
GRUIFORMES,Gruidae,Antigone canadensis,Sandhill Crane,沙丘鹤,沙丘鶴,カナダヅル
GRUIFORMES,Gruidae,Antigone vipio,White-naped Crane,白枕鹤,白枕鶴,マナヅル
GRUIFORMES,Gruidae,Antigone antigone,Sarus Crane,赤颈鹤,赤頸鶴,オオヅル
GRUIFORMES,Gruidae,Antigone rubicunda,Brolga,澳洲鹤,澳洲鶴,オーストラリアヅル
GRUIFORMES,Gruidae,Grus carunculata,Wattled Crane,肉垂鹤,肉垂鶴,ホオカザリヅル
GRUIFORMES,Gruidae,Grus paradisea,Blue Crane,蓝蓑羽鹤,藍鶴,ハゴロモヅル
GRUIFORMES,Gruidae,Grus virgo,Demoiselle Crane,蓑羽鹤,蓑羽鶴,アネハヅル
GRUIFORMES,Gruidae,Grus japonensis,Red-crowned Crane,丹顶鹤,丹頂鶴,タンチョウ
GRUIFORMES,Gruidae,Grus americana,Whooping Crane,美洲鹤,美洲鶴,アメリカシロヅル
GRUIFORMES,Gruidae,Grus grus,Common Crane,灰鹤,灰鶴,クロヅル
GRUIFORMES,Gruidae,Grus monacha,Hooded Crane,白头鹤,白頭鶴,ナベヅル
GRUIFORMES,Gruidae,Grus nigricollis,Black-necked Crane,黑颈鹤,黑頸鶴,オグロヅル
GRUIFORMES,Aramidae,Aramus guarauna,Limpkin,秧鹤,秧鶴,ツルモドキ
PODICIPEDIFORMES,Podicipedidae,Tachybaptus rufolavatus,Alaotra Grebe,德氏小䴙䴘,阿勞特拉小鸊鷈1980滅絕?,ワキアカカイツブリ
PODICIPEDIFORMES,Podicipedidae,Tachybaptus ruficollis,Little Grebe,小䴙䴘,小鸊鷈,カイツブリ
PODICIPEDIFORMES,Podicipedidae,Tachybaptus tricolor,Tricolored Grebe,三色小䴙䴘,三色鸊鷈,
PODICIPEDIFORMES,Podicipedidae,Tachybaptus novaehollandiae,Australasian Grebe,黑喉小䴙䴘,黑喉鸊鷈,ノドグロカイツブリ
PODICIPEDIFORMES,Podicipedidae,Tachybaptus pelzelnii,Madagascar Grebe,马岛小䴙䴘,馬達加斯加鸊鷈,マダガスカルカイツブリ
PODICIPEDIFORMES,Podicipedidae,Tachybaptus dominicus,Least Grebe,侏䴙䴘,侏鸊鷈,ヒメカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podilymbus podiceps,Pied-billed Grebe,斑嘴巨䴙䴘,斑嘴巨鸊鷈,オビハシカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podilymbus gigas,Atitlan Grebe,巨䴙䴘,巨鸊鷈1986滅絕?,オオオビハシカイツブリ
PODICIPEDIFORMES,Podicipedidae,Rollandia rolland,White-tufted Grebe,白簇䴙䴘,白簇鸊鷈,ミミジロカイツブリ
PODICIPEDIFORMES,Podicipedidae,Rollandia microptera,Titicaca Grebe,短翅䴙䴘,短翅鸊鷈,コバネカイツブリ
PODICIPEDIFORMES,Podicipedidae,Poliocephalus poliocephalus,Hoary-headed Grebe,灰头䴙䴘,灰頭鸊鷈,シラガカイツブリ
PODICIPEDIFORMES,Podicipedidae,Poliocephalus rufopectus,New Zealand Grebe,新西兰䴙䴘,紐西蘭鸊鷈,ニュージーランドカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps major,Great Grebe,大䴙䴘,大鸊鷈,オオカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps grisegena,Red-necked Grebe,赤颈䴙䴘,赤頸鸊鷈,アカエリカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps cristatus,Great Crested Grebe,凤头䴙䴘,冠鸊鷈,カンムリカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps auritus,Horned Grebe,角䴙䴘,角鸊鷈,ミミカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps nigricollis,Black-necked Grebe,黑颈䴙䴘,黑頸鸊鷈,ハジロカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps andinus,Colombian Grebe,哥伦比亚䴙䴘,哥倫比亞鸊鷈1960滅絕,コロンビアカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps occipitalis,Silvery Grebe,银䴙䴘,銀鸊鷈,ギンカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps taczanowskii,Junin Grebe,秘鲁䴙䴘,普納高原鸊鷈〔久寧鸊鷈〕,ペルーカイツブリ
PODICIPEDIFORMES,Podicipedidae,Podiceps gallardoi,Hooded Grebe,阿根廷䴙䴘,領冠鸊鷈,パタゴニアカイツブリ
PODICIPEDIFORMES,Podicipedidae,Aechmophorus occidentalis,Western Grebe,北美䴙䴘,西鸊鷈,クビナガカイツブリ
PODICIPEDIFORMES,Podicipedidae,Aechmophorus clarkii,Clark's Grebe,克氏䴙䴘,克拉克氏鸊鷈,クラークカイツブリ
PHOENICOPTERIFORMES,Phoenicopteridae,Phoenicopterus roseus,Greater Flamingo,大红鹳,大紅鸛,オオフラミンゴ
PHOENICOPTERIFORMES,Phoenicopteridae,Phoenicopterus ruber,American Flamingo,美洲红鹳,美洲紅鸛,ベニイロフラミンゴ
PHOENICOPTERIFORMES,Phoenicopteridae,Phoenicopterus chilensis,Chilean Flamingo,智利红鹳,智利紅鸛,チリフラミンゴ
PHOENICOPTERIFORMES,Phoenicopteridae,Phoeniconaias minor,Lesser Flamingo,小红鹳 ,小紅鸛,コフラミンゴ
PHOENICOPTERIFORMES,Phoenicopteridae,Phoenicoparrus andinus,Andean Flamingo,安第斯红鹳,安地斯紅鸛,アンデスフラミンゴ
PHOENICOPTERIFORMES,Phoenicopteridae,Phoenicoparrus jamesi,James's Flamingo,秘鲁红鹳,秘魯紅鸛,コバシフラミンゴ
CHARADRIIFORMES,Turnicidae,Turnix tanki,Yellow-legged Buttonquail,黄脚三趾鹑,黃腳三趾鶉,チョウセンミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix maculosus,Red-backed Buttonquail,红背三趾鹑,紅背三趾鶉,アカエリミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix suscitator,Barred Buttonquail,棕三趾鹑,棕三趾鶉,ミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix ocellatus,Spotted Buttonquail,菲律宾三趾鹑,眼斑三趾鶉,ルソンミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix sylvaticus,Common Buttonquail,林三趾鹑,林三趾鶉,ヒメミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix velox,Little Buttonquail,小三趾鹑,小三趾鶉,マメミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix pyrrhothorax,Red-chested Buttonquail,红胸三趾鹑,紅胸三趾鶉,ムネアカミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix worcesteri,Luzon Buttonquail,吕宋三趾鹑,呂宋三趾鶉〔沃氏三趾鶉〕,フィリピンヒメミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix everetti,Sumba Buttonquail,松巴三趾鹑,松巴三趾鶉,スンバミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix nanus,Black-rumped Buttonquail,黑腰三趾鹑,黑腰三趾鶉,ホオアカミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix hottentottus,Fynbos Buttonquail,非洲三趾鹑,南非三趾鶉,フィンボスミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix castanotus,Chestnut-backed Buttonquail,栗背三趾鹑,栗背三趾鶉,セアカミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix olivii,Buff-breasted Buttonquail,黄胸三趾鹑,黃胸三趾鶉,ハイムネミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix varius,Painted Buttonquail,彩三趾鹑,花彩三趾鶉,ササフミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix novaecaledoniae,New Caledonian Buttonquail,新喀三趾鹑,,
CHARADRIIFORMES,Turnicidae,Turnix melanogaster,Black-breasted Buttonquail,黑胸三趾鹑,黑胸三趾鶉,ムナグロミフウズラ
CHARADRIIFORMES,Turnicidae,Turnix nigricollis,Madagascar Buttonquail,马岛三趾鹑,馬達加斯加三趾鶉,マダガスカルミフウズラ
CHARADRIIFORMES,Turnicidae,Ortyxelos meiffrenii,Quail-plover,白翅三趾鹑,鴴形三趾鶉,ハジロミフウズラ
CHARADRIIFORMES,Burhinidae,Hesperoburhinus bistriatus,Double-striped Thick-knee,双纹石鸻,雙紋石鴴,マミジロイシチドリ
CHARADRIIFORMES,Burhinidae,Hesperoburhinus superciliaris,Peruvian Thick-knee,秘鲁石鸻,秘魯石鴴,ペルーイシチドリ
CHARADRIIFORMES,Burhinidae,Esacus recurvirostris,Great Stone-curlew,大石鸻,大石鴴,ソリハシオオイシチドリ
CHARADRIIFORMES,Burhinidae,Esacus magnirostris,Beach Stone-curlew,澳洲石鸻,沙石鴴,ハシブトオオイシチドリ
CHARADRIIFORMES,Burhinidae,Burhinus capensis,Spotted Thick-knee,斑石鸻,點斑石鴴,ケープイシチドリ
CHARADRIIFORMES,Burhinidae,Burhinus vermiculatus,Water Thick-knee,水石鸻,水石鴴,ミズベイシチドリ
CHARADRIIFORMES,Burhinidae,Burhinus grallarius,Bush Stone-curlew,长尾石鸻,叢石鴴,オーストラリアイシチドリ
CHARADRIIFORMES,Burhinidae,Burhinus oedicnemus,Eurasian Stone-curlew,石鸻,歐石鴴,イシチドリ
CHARADRIIFORMES,Burhinidae,Burhinus indicus,Indian Stone-curlew,印度石鸻,印度石鴴,インドイシチドリ
CHARADRIIFORMES,Burhinidae,Burhinus senegalensis,Senegal Thick-knee,小石鸻,塞內加爾石鴴,コイシチドリ
CHARADRIIFORMES,Pluvianellidae,Pluvianellus socialis,Magellanic Plover,短腿鸻,麥哲倫鴴,マゼランチドリ
CHARADRIIFORMES,Chionidae,Chionis albus,Snowy Sheathbill,白鞘嘴鸥,白鞘嘴鷗,サヤハシチドリ
CHARADRIIFORMES,Chionidae,Chionis minor,Black-faced Sheathbill,黑脸鞘嘴鸥,黑臉鞘嘴鷗,カオグロサヤハシチドリ
CHARADRIIFORMES,Haematopodidae,Haematopus leucopodus,Magellanic Oystercatcher,智利蛎鹬,麥哲倫蠣鴴,マゼランミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus ater,Blackish Oystercatcher,南美黑蛎鹬,淡黑蠣鴴,ミナミクロミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus bachmani,Black Oystercatcher,北美黑蛎鹬,黑蠣鴴,クロミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus palliatus,American Oystercatcher,美洲斑蛎鹬,美洲蠣鴴,アメリカミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus meadewaldoi,Canary Islands Oystercatcher,坎岛蛎鹬,加那利島蠣鴴 1913滅絕?　,カナリークロミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus moquini,African Oystercatcher,非洲黑蛎鹬,非洲蠣鴴,アフリカクロミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus ostralegus,Eurasian Oystercatcher,蛎鹬,蠣鴴〔歐亞蠣鴴〕,ミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus finschi,South Island Oystercatcher,南岛斑蛎鹬,南島蠣鴴,ミナミミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus longirostris,Pied Oystercatcher,澳洲斑蛎鹬,斑蠣鴴,オーストラリアミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus unicolor,Variable Oystercatcher,新西兰蛎鹬,雜色蠣鴴,ニュージーランドミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus chathamensis,Chatham Oystercatcher,查岛蛎鹬,查坦島蠣鴴,チャタムミヤコドリ
CHARADRIIFORMES,Haematopodidae,Haematopus fuliginosus,Sooty Oystercatcher,澳洲黑蛎鹬,烏蠣鴴,オーストラリアクロミヤコドリ
CHARADRIIFORMES,Ibidorhynchidae,Ibidorhyncha struthersii,Ibisbill,鹮嘴鹬,鹮嘴鴴,トキハシゲリ
CHARADRIIFORMES,Recurvirostridae,Himantopus himantopus,Black-winged Stilt,黑翅长脚鹬,高蹺鴴〔黑翅長腳鷸〕,セイタカシギ
CHARADRIIFORMES,Recurvirostridae,Himantopus leucocephalus,Pied Stilt,澳洲长脚鹬,白頭高蹺鴴,オーストラリアセイタカシギ
CHARADRIIFORMES,Recurvirostridae,Himantopus mexicanus,Black-necked Stilt,黑颈长脚鹬,黑頸高蹺鴴,クロエリセイタカシギ
CHARADRIIFORMES,Recurvirostridae,Himantopus melanurus,White-backed Stilt,南美长脚鹬,白背高蹺鴴,ナンベイセイタカシギ
CHARADRIIFORMES,Recurvirostridae,Himantopus novaezelandiae,Black Stilt,黑长脚鹬,黑高蹺鴴,クロセイタカシギ
CHARADRIIFORMES,Recurvirostridae,Cladorhynchus leucocephalus,Banded Stilt,斑长脚鹬,斑高蹺鴴,ムネアカセイタカシギ
CHARADRIIFORMES,Recurvirostridae,Recurvirostra avosetta,Pied Avocet,反嘴鹬,反嘴鴴〔斑反嘴長腳鷸〕,ソリハシセイタカシギ
CHARADRIIFORMES,Recurvirostridae,Recurvirostra americana,American Avocet,褐胸反嘴鹬,紅胸反嘴鴴,アメリカソリハシセイタカシギ
CHARADRIIFORMES,Recurvirostridae,Recurvirostra novaehollandiae,Red-necked Avocet,红颈反嘴鹬,紅頸反嘴鴴,アカガシラソリハシセイタカシギ
CHARADRIIFORMES,Recurvirostridae,Recurvirostra andina,Andean Avocet,安第斯反嘴鹬,安地斯反嘴鴴,アンデスソリハシセイタカシギ
CHARADRIIFORMES,Charadriidae,Pluvialis squatarola,Grey Plover,灰斑鸻,灰斑鴴,ダイゼン
CHARADRIIFORMES,Charadriidae,Pluvialis apricaria,European Golden Plover,欧金鸻,歐洲金斑鴴,ヨーロッパムナグロ
CHARADRIIFORMES,Charadriidae,Pluvialis fulva,Pacific Golden Plover,金斑鸻,太平洋金斑鴴,ムナグロ
CHARADRIIFORMES,Charadriidae,Pluvialis dominica,American Golden Plover,美洲金鸻,美洲金斑鴴,アメリカムナグロ
CHARADRIIFORMES,Charadriidae,Oreopholus ruficollis,Tawny-throated Dotterel,橙喉鸻,茶喉鴴,ノドアカコバシチドリ
CHARADRIIFORMES,Charadriidae,Zonibyx modestus,Rufous-chested Dotterel,棕胸鸻,棕胸鴴,ムネアカチドリ
CHARADRIIFORMES,Charadriidae,Phegornis mitchellii,Diademed Sandpiper-Plover,黑顶鸻,冕笛鴴,ハシナガチドリ
CHARADRIIFORMES,Charadriidae,Eudromias morinellus,Eurasian Dotterel,小嘴鸻,小嘴鴴,コバシチドリ
CHARADRIIFORMES,Charadriidae,Charadrius vociferus,Killdeer,双领鸻,雙領鴴,フタオビチドリ
CHARADRIIFORMES,Charadriidae,Charadrius hiaticula,Common Ringed Plover,剑鸻,環頸鴴〔劍鴴〕,ハジロコチドリ
CHARADRIIFORMES,Charadriidae,Charadrius semipalmatus,Semipalmated Plover,半蹼鸻,半蹼鴴,ミズカキチドリ
CHARADRIIFORMES,Charadriidae,Charadrius melodus,Piping Plover,笛鸻,笛鴴,フエコチドリ
CHARADRIIFORMES,Charadriidae,Charadrius cucullatus,Hooded Plover,黑头鸻,翎鴴,ズグロチドリ
CHARADRIIFORMES,Charadriidae,Charadrius forbesi,Forbes's Plover,福氏鸻,褐頂斑鴴,ニシミスジチドリ
CHARADRIIFORMES,Charadriidae,Charadrius tricollaris,Three-banded Plover,三色鸻,三斑鴴,ミスジチドリ
CHARADRIIFORMES,Charadriidae,Charadrius melanops,Black-fronted Dotterel,黑额鸻,黑額小侏鴴,カタアカチドリ
CHARADRIIFORMES,Charadriidae,Charadrius novaeseelandiae,Shore Plover,滨鸻,岸鴴,ノドグロチドリ
CHARADRIIFORMES,Charadriidae,Charadrius dubius,Little Ringed Plover,金眶鸻,小環頸鴴〔金眶鴴〕,コチドリ
CHARADRIIFORMES,Charadriidae,Charadrius placidus,Long-billed Plover,长嘴剑鸻,劍鴴〔長嘴鴴〕,イカルチドリ
CHARADRIIFORMES,Charadriidae,Hoploxypterus cayanus,Pied Plover,杂色麦鸡,雜色麥雞,マダラゲリ
CHARADRIIFORMES,Charadriidae,Vanellus vanellus,Northern Lapwing,凤头麦鸡,小辮鴴〔鳳頭麥雞〕,タゲリ
CHARADRIIFORMES,Charadriidae,Vanellus crassirostris,Long-toed Lapwing,长趾麦鸡,長趾麥雞,レンカクゲリ
CHARADRIIFORMES,Charadriidae,Vanellus armatus,Blacksmith Lapwing,黑背麦鸡,黑枕麥雞,シロクロゲリ
CHARADRIIFORMES,Charadriidae,Vanellus spinosus,Spur-winged Lapwing,黑胸麦鸡,黑胸距翅麥雞,ツバメゲリ
CHARADRIIFORMES,Charadriidae,Vanellus duvaucelii,River Lapwing,距翅麦鸡,距翅麥雞〔河跳鴴〕,カタグロツバメゲリ
CHARADRIIFORMES,Charadriidae,Vanellus malabaricus,Yellow-wattled Lapwing,黄垂麦鸡,黃垂麥雞,キトサカゲリ
CHARADRIIFORMES,Charadriidae,Vanellus tectus,Black-headed Lapwing,非洲麦鸡,黑頭麥雞,ズグロゲリ
CHARADRIIFORMES,Charadriidae,Vanellus albiceps,White-crowned Lapwing,白头麦鸡,白頭麥雞,シロガシラトサカゲリ
CHARADRIIFORMES,Charadriidae,Vanellus lugubris,Senegal Lapwing,塞内加尔麦鸡,塞內加爾麥雞,シロビタイゲリ
CHARADRIIFORMES,Charadriidae,Vanellus melanopterus,Black-winged Lapwing,黑翅麦鸡,黑翅麥雞,ハグロゲリ
CHARADRIIFORMES,Charadriidae,Vanellus coronatus,Crowned Lapwing,冕麦鸡,冕麥雞,オウカンゲリ
CHARADRIIFORMES,Charadriidae,Vanellus senegallus,African Wattled Lapwing,黑喉麦鸡,黑喉肉垂麥雞,トサカゲリ
CHARADRIIFORMES,Charadriidae,Vanellus melanocephalus,Spot-breasted Lapwing,斑胸麦鸡,點胸麥雞,ムナフタゲリ
CHARADRIIFORMES,Charadriidae,Vanellus superciliosus,Brown-chested Lapwing,褐胸麦鸡,褐胸麥雞,チャムネトサカゲリ
CHARADRIIFORMES,Charadriidae,Vanellus cinereus,Grey-headed Lapwing,灰头麦鸡,跳鴴〔灰頭麥雞〕,ケリ
CHARADRIIFORMES,Charadriidae,Vanellus indicus,Red-wattled Lapwing,肉垂麦鸡,紅垂麥雞,インドトサカゲリ
CHARADRIIFORMES,Charadriidae,Vanellus macropterus,Javan Lapwing,爪哇麦鸡,爪哇麥雞 1939滅絕?,ジャワトサカゲリ
CHARADRIIFORMES,Charadriidae,Vanellus tricolor,Banded Lapwing,三色麦鸡,三色麥雞,ムナオビトサカゲリ
CHARADRIIFORMES,Charadriidae,Vanellus miles,Masked Lapwing,白颈麦鸡,黃臉肉垂麥雞,ズグロトサカゲリ
CHARADRIIFORMES,Charadriidae,Vanellus gregarius,Sociable Lapwing,黄颊麦鸡,長腳麥雞,マミジロゲリ
CHARADRIIFORMES,Charadriidae,Vanellus leucurus,White-tailed Lapwing,白尾麦鸡,白尾長腳麥雞,オジロゲリ
CHARADRIIFORMES,Charadriidae,Vanellus chilensis,Southern Lapwing,凤头距翅麦鸡,鳳頭距翅麥雞,ナンベイタゲリ
CHARADRIIFORMES,Charadriidae,Vanellus resplendens,Andean Lapwing,安第斯麦鸡,安地斯麥雞,アンデスツメバゲリ
CHARADRIIFORMES,Charadriidae,Erythrogonys cinctus,Red-kneed Dotterel,红膝麦鸡,紅膝鴴,ワキアカチドリ
CHARADRIIFORMES,Charadriidae,Peltohyas australis,Inland Dotterel,澳洲小嘴鸻,陸小侏鴴,マキエチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus asiaticus,Caspian Plover,红胸鸻,紅胸鴴,ニシオオチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus veredus,Oriental Plover,东方鸻,東方紅胸鴴,オオチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus atrifrons,Tibetan Sand Plover,青藏沙鸻,,
CHARADRIIFORMES,Charadriidae,Anarhynchus mongolus,Siberian Sand Plover,蒙古沙鸻,蒙古鴴〔蒙古沙鴴〕,メダイチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus leschenaultii,Greater Sand Plover,铁嘴沙鸻,鐵嘴鴴〔鐵嘴沙鴴〕,オオメダイチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus bicinctus,Double-banded Plover,栗胸鸻,栗斑鴴,チャオビチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus frontalis,Wrybill,弯嘴鸻,彎嘴鴴,ハシマガリチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus obscurus,New Zealand Plover,新西兰鸻,栗胸鴴,ニュージーランドチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus wilsonia,Wilson's Plover,厚嘴鸻,厚嘴鴴,ウィルソンチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus collaris,Collared Plover,领鸻,領鴴,クロオビチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus montanus,Mountain Plover,岩鸻,岩鴴,ミヤマチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus alticola,Puna Plover,山鸻,山鴴,プナフタオビチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus falklandicus,Two-banded Plover,双斑鸻,二斑鴴,コフタオビチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus thoracicus,Madagascar Plover,黑斑沙鸻,黑斑沙鴴,マダガスカルチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus pecuarius,Kittlitz's Plover,基氏沙鸻,基特氏沙鴴,ヒメチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus sanctaehelenae,St. Helena Plover,圣岛沙鸻,聖海倫納沙鴴,セントヘレナチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus ruficapillus,Red-capped Plover,红顶鸻,紅帽鴴,アカエリシロチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus nivosus,Snowy Plover,雪鸻,白臉環頸鴴,ユキチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus pallidus,Chestnut-banded Plover,栗斑鸻,栗斑沙鴴,クリオビチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus peronii,Malaysian Plover,马来鸻,馬來鴴,クロエリシロチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus marginatus,White-fronted Plover,白额沙鸻,白額沙鴴,シロビタイチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus javanicus,Javan Plover,爪哇鸻,爪哇鴴,ジャワクロエリシロチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus alexandrinus,Kentish Plover,环颈鸻,東方環頸鴴,シロチドリ
CHARADRIIFORMES,Charadriidae,Anarhynchus dealbatus,White-faced Plover,白脸鸻,,カオジロシロチドリ
CHARADRIIFORMES,Pluvianidae,Pluvianus aegyptius,Egyptian Plover,蓝腿燕鸻,埃及鴴,ナイルチドリ
CHARADRIIFORMES,Rostratulidae,Rostratula benghalensis,Greater Painted-snipe,彩鹬,彩鷸,タマシギ
CHARADRIIFORMES,Rostratulidae,Rostratula australis,Australian Painted-snipe,澳洲彩鹬,澳洲彩鷸,オーストラリアタマシギ
CHARADRIIFORMES,Rostratulidae,Nycticryphes semicollaris,South American Painted-snipe,半领彩鹬,美洲彩鷸,ナンベイタマシギ
CHARADRIIFORMES,Jacanidae,Hydrophasianus chirurgus,Pheasant-tailed Jacana,水雉,水雉,レンカク
CHARADRIIFORMES,Jacanidae,Jacana spinosa,Northern Jacana,美洲水雉,距翅水雉,アメリカレンカク
CHARADRIIFORMES,Jacanidae,Jacana jacana,Wattled Jacana,肉垂水雉,肉垂水雉,ナンベイレンカク
CHARADRIIFORMES,Jacanidae,Microparra capensis,Lesser Jacana,小雉鸻,小雉鴴,ヒメレンカク
CHARADRIIFORMES,Jacanidae,Irediparra gallinacea,Comb-crested Jacana,冠水雉,雞冠水雉,トサカレンカク
CHARADRIIFORMES,Jacanidae,Metopidius indicus,Bronze-winged Jacana,铜翅水雉,銅翅水雉,アジアレンカク
CHARADRIIFORMES,Jacanidae,Actophilornis africanus,African Jacana,非洲雉鸻,長腳雉鴴,アフリカレンカク
CHARADRIIFORMES,Jacanidae,Actophilornis albinucha,Madagascar Jacana,马岛雉鸻,馬達加斯加雉鴴,マダガスカルレンカク
CHARADRIIFORMES,Pedionomidae,Pedionomus torquatus,Plains-wanderer,领鹑,領鶉,クビワミフウズラ
CHARADRIIFORMES,Thinocoridae,Attagis gayi,Rufous-bellied Seedsnipe,棕腹籽鹬,棕腹籽鷸,オオヒバリチドリ
CHARADRIIFORMES,Thinocoridae,Attagis malouinus,White-bellied Seedsnipe,白腹籽鹬,白腹籽鷸,シロハラオオヒバリチドリ
CHARADRIIFORMES,Thinocoridae,Thinocorus orbignyianus,Grey-breasted Seedsnipe,灰胸籽鹬,灰胸籽鷸,ノドジロヒバリチドリ
CHARADRIIFORMES,Thinocoridae,Thinocorus rumicivorus,Least Seedsnipe,小籽鹬,小籽鷸,コヒバリチドリ
CHARADRIIFORMES,Scolopacidae,Bartramia longicauda,Upland Sandpiper,高原鹬,高原鷸,マキバシギ
CHARADRIIFORMES,Scolopacidae,Numenius tahitiensis,Bristle-thighed Curlew,太平洋杓鹬,鬃腿杓鷸,ハリモモチュウシャク
CHARADRIIFORMES,Scolopacidae,Numenius phaeopus,Eurasian Whimbrel,中杓鹬,中杓鷸,チュウシャクシギ
CHARADRIIFORMES,Scolopacidae,Numenius hudsonicus,Hudsonian Whimbrel,哈德森杓鹬,,ハドソンチュウシャクシギ
CHARADRIIFORMES,Scolopacidae,Numenius minutus,Little Curlew,小杓鹬,小杓鷸,コシャクシギ
CHARADRIIFORMES,Scolopacidae,Numenius borealis,Eskimo Curlew,极北杓鹬,極北杓鷸 1970滅絕?,エスキモーコシャクシギ
CHARADRIIFORMES,Scolopacidae,Numenius americanus,Long-billed Curlew,长嘴杓鹬,長嘴杓鷸,アメリカダイシャクシギ
CHARADRIIFORMES,Scolopacidae,Numenius madagascariensis,Far Eastern Curlew,大杓鹬,黦鷸〔紅腰杓鷸〕,ホウロクシギ
CHARADRIIFORMES,Scolopacidae,Numenius tenuirostris,Slender-billed Curlew,细嘴杓鹬,細嘴杓鷸,シロハラチュウシャクシギ
CHARADRIIFORMES,Scolopacidae,Numenius arquata,Eurasian Curlew,白腰杓鹬,大杓鷸〔白腰杓鷸〕,ダイシャクシギ
CHARADRIIFORMES,Scolopacidae,Limosa lapponica,Bar-tailed Godwit,斑尾塍鹬,斑尾鷸〔斑尾塍鷸〕,オオソリハシシギ
CHARADRIIFORMES,Scolopacidae,Limosa limosa,Black-tailed Godwit,黑尾塍鹬,黑尾鷸〔黑尾塍鷸〕,オグロシギ
CHARADRIIFORMES,Scolopacidae,Limosa haemastica,Hudsonian Godwit,棕塍鹬,棕塍鷸,アメリカオグロシギ
CHARADRIIFORMES,Scolopacidae,Limosa fedoa,Marbled Godwit,云斑塍鹬,雲石塍鷸,アメリカオオソリハシシギ
CHARADRIIFORMES,Scolopacidae,Limnodromus semipalmatus,Asian Dowitcher,半蹼鹬,半蹼鷸,シベリアオオハシシギ
CHARADRIIFORMES,Scolopacidae,Limnodromus scolopaceus,Long-billed Dowitcher,长嘴半蹼鹬,長嘴半蹼鷸,オオハシシギ
CHARADRIIFORMES,Scolopacidae,Limnodromus griseus,Short-billed Dowitcher,短嘴半蹼鹬,短嘴半蹼鷸,アメリカオオハシシギ
